,Symbol,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,TrailingPE,Beta,fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,ebit,netIncome,totalAssets,totalLiabilities,currentDebt,totalShareholderEquity,operatingCashflow,capitalExpenditures,profitLoss,dividendPayout
476,WMT,455984447000,37666001000,28.17,2.957,29.5,2.27,0.0135,6.01,147568000000,6.01,0.553,0.052,28.17,0.49,2023-01-31,147568000000,611289000000,463721000000,20428000000,127736000000,20428000000,11680000000,243197000000,166504000000,5130000000,76693000000,28841000000,16857000000,11292000000,6558000000
477,DIS,202764091000,15595000000,66.5,1.503,53.55,0.3,0.0083,1.63,29697000000,1.63,0.486,0.002,66.5,1.384,2023-09-30,68228000000,88898000000,20670000000,12863000000,22157000000,1760000000,2354000000,205579000000,106302000000,4367000000,99277000000,21525000000,4969000000,3390000000,None
478,WBD,23507816000,6866000000,None,2.786,18.36,None,None,-1.94,13426000000,-1.94,2.267,0.016,-,1.552,2022-12-31,-7428000000,34837000000,42265000000,-7370000000,21823000000,-7257000000,-7371000000,134001000000,85334000000,365000000,47095000000,4304000000,987000000,-7297000000,300000000
479,WM,76321915000,5691000000,33.43,2.721,17.25,2.75,0.0148,5.65,7404000000,5.65,0.058,0.024,33.43,0.709,2022-12-31,4770000000,19294000000,14524000000,3365000000,2280000000,3365000000,2238000000,31367000000,24503000000,414000000,6849000000,4536000000,2587000000,2240000000,1077000000
480,WAT,19316193000,1041538000,29.75,3.131,19.45,None,None,10.85,1723774000,10.85,-0.042,-0.045,29.75,0.924,2022-12-31,921585000,2892159000,1970574000,873395000,892073000,873395000,707755000,3281453000,2776965000,50000000,504488000,611661000,183456000,707755000,None
481,WEC,24461986000,3351100000,18.38,2.41,37.17,3.12,0.0431,4.22,3307500000,4.22,-0.137,-0.133,18.38,0.413,2022-12-31,4812200000,9597400000,4785200000,1924200000,2279800000,1924200000,1409300000,41872100000,31671800000,2528300000,11407300000,2060700000,2716100000,1409700000,917900000
482,WFC,174005092000,None,9.95,0.989,46.2,1.3,0.0291,4.83,72247000000,4.83,0.284,0.027,9.95,1.182,2022-12-31,15943000000,82859000000,59813000000,6164000000,9779000000,24343000000,13182000000,1881020000000,1698807000000,51145000000,180227000000,27048000000,None,12882000000,5293000000
483,WELL,48517095000,2400263000,165.4,1.785,43.12,2.44,0.0278,0.53,2304610000,0.53,0.041,0.128,165.4,1.069,2022-12-31,813265000,5860615000,5047350000,-708044000,1419639000,714635000,141214000,37893233000,16499237000,None,20294814000,1328708000,3413773000,160568000,1131527000
484,WST,30402374000,880600000,55.28,6.69,38.76,0.76,0.002,7.41,1136200000,7.41,0.346,0.088,55.28,1.048,2022-12-31,1136200000,2886900000,1750700000,734000000,353400000,708500000,585900000,3616800000,931900000,2200000,2684900000,724000000,284600000,585900000,54100000
485,WDC,18520764000,-1022000000,None,490.33,30.67,None,None,-7.15,5874000000,-7.15,-0.959,-0.41,-,1.557,2023-06-30,1887000000,12013000000,12229000000,-1285000000,3172000000,-1248000000,-1706000000,24429000000,12706000000,1213000000,10847000000,-408000000,821000000,-1706000000,None
486,WRK,11003335000,2710000000,None,1.926,39.49,1.128,0.0285,-6.71,3580100000,-6.71,-0.683,-0.062,-,1.066,2023-09-30,3584500000,20310000000,16725500000,-1511500000,2469200000,-1174300000,-1649000000,27443700000,17363000000,533000000,10080700000,1827900000,1142100000,-1644200000,281300000
487,WY,24286179000,1557000000,28.94,6.24,14.03,0.76,0.024,1.15,3620000000,1.15,22.21,-0.027,28.94,1.443,2022-12-31,3620000000,10184000000,6564000000,3080000000,511000000,2575000000,1880000000,17340000000,6591000000,983000000,10749000000,2832000000,348000000,1880000000,1617000000
488,WHR,6060453000,1565000000,12.51,1.649,42.95,7,0.0642,8.72,3073000000,8.72,-0.42,0.034,12.51,1.485,2022-12-31,3073000000,17719000000,19351000000,-1056000000,4944000000,-1064000000,-1519000000,17124000000,14788000000,252000000,2336000000,1390000000,570000000,-1511000000,390000000
489,WMB,41409745000,6237000000,14.93,1.705,9.7,1.768,0.0558,2.28,6078000000,2.28,0.095,-0.156,14.93,1.065,2022-12-31,10083000000,10965000000,882000000,3018000000,2453000000,3621000000,2049000000,48433000000,36948000000,977000000,11485000000,4889000000,3598000000,2117000000,2275000000
490,WTW,27875979000,2324000000,27.35,1.33,92.84,0,0.0124,9.94,4073000000,9.94,0.105,0.071,27.35,0.729,2022-12-31,3168000000,8866000000,5698000000,1178000000,2318000000,1411000000,1009000000,31769000000,21676000000,254000000,10016000000,812000000,66000000,1024000000,369000000
491,GWW,47599694000,2779000000,26.46,2.791,69.52,7.3,0.0078,36.25,5849000000,36.25,0.051,0.051,26.46,1.132,2022-12-31,5849000000,15137000000,13237000000,2215000000,3863000000,2215000000,1547000000,7588000000,5148000000,35000000,2440000000,1333000000,256000000,1613000000,370000000
492,WYNN,11981270000,1615651000,16.71,0.528,-7.3,0.75,0.0095,6.32,1892903000,6.32,20.53,0.831,16.71,1.938,2022-12-31,1729536000,3310708000,1581172000,-100676000,2217951000,236361000,-423856000,13415100000,15055465000,565959000,-750838000,-71272000,300127000,-709368000,1445000
493,XEL,32099135000,5131999000,18.12,2.717,31.38,2.08,0.0358,3.21,5770000000,3.21,0.069,-0.151,18.12,0.408,2022-12-31,-2054000000,15310000000,1101000000,2428000000,1130000000,2554000000,1736000000,61188000000,44513000000,1964000000,16675000000,3932000000,4638000000,1736000000,1012000000
494,XYL,30030881000,1164000000,44.71,2.24,42.08,1.32,0.0116,2.78,2088000000,2.78,0.34,0.406,44.71,1.091,2022-12-31,2084000000,5522000000,3438000000,622000000,1726000000,490000000,355000000,7952000000,4449000000,0,3494000000,596000000,208000000,355000000,217000000
495,YUM,36642345000,2519000000,23.3,2.168,-27.96,2.42,0.0206,5.59,3307000000,5.59,0.254,0.008,23.3,1.093,2022-12-31,3678000000,6842000000,3164000000,2187000000,1392000000,2187000000,1325000000,5846000000,14722000000,398000000,-8876000000,1427000000,279000000,1325000000,649000000
496,ZBRA,12998601000,943000000,28.25,6.37,58.66,None,None,8.96,2624000000,8.96,-0.243,-0.306,28.25,1.776,2022-12-31,2624000000,5778000000,4378000000,529000000,2095000000,529000000,463000000,7529000000,4796000000,214000000,2733000000,488000000,75000000,463000000,None
497,ZBH,25712970000,2431400000,25.16,2.402,60.07,0.96,0.0078,4.88,4920400000,4.88,-0.163,0.063,25.16,1.033,2022-12-31,780000000,6780400000,6000400000,696300000,4452800000,696300000,231400000,21066000000,9039000000,544300000,12020300000,2237100000,187900000,232400000,201200000
498,ZION,5939453000,None,9.22,0.714,32.91,1.64,0.0409,4.35,3030000000,4.35,-0.575,-0.119,9.22,1.149,2022-12-31,-1365000000,614000000,1979000000,-1923000000,558000000,1337000000,907000000,89545000000,84652000000,10417000000,4893000000,1470000000,190000000,-4029000000,269000000
499,ZTS,90592371000,3473000000,40.19,3.881,11.05,1.45,0.0088,4.91,5634000000,4.91,0.142,0.074,40.19,0.873,2022-12-31,3365000000,8080000000,4715000000,565000000,2800000000,2880000000,2114000000,14925000000,10522000000,1352000000,4405000000,1912000000,586000000,2111000000,611000000
